,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,New_Item_Type,Outlet_Years
6001,FDV13,17.35,Regular,0.02758789,Canned,86.1856,OUT013,1987,High,Tier 3,Supermarket Type1,703.0848,Food,26
6002,FDF52,9.3,Low Fat,0.11178154,Frozen Foods,182.3292,OUT010,1998,Small,Tier 3,Grocery Store,182.4292,Food,15
6003,FDY11,6.71,Regular,0.02960641,Baking Goods,65.4142,OUT049,1999,Medium,Tier 1,Supermarket Type1,1516.0266,Food,14
6004,FDL20,17.1,Low Fat,0.129140919,Fruits and Vegetables,109.4886,OUT017,2007,Small,Tier 2,Supermarket Type1,1667.829,Food,6
6005,FDS45,5.175,Regular,0.029555772999999997,Snack Foods,105.9622,OUT045,2002,Small,Tier 2,Supermarket Type1,1693.7952,Food,11
6006,DRJ13,12.65,Low Fat,0.063146492,Soft Drinks,159.6578,OUT018,2009,Medium,Tier 3,Supermarket Type2,962.7468,Drinks,4
6007,FDR37,16.5,Regular,0.066352552,Breakfast,181.2292,OUT049,1999,Medium,Tier 1,Supermarket Type1,4195.8716,Food,14
6008,FDS23,0.0,Low Fat,0.246678647,Breads,129.7994,OUT019,1985,Small,Tier 1,Grocery Store,385.4982,Food,28
6009,FDX13,7.725,Low Fat,0.047977607,Canned,249.5092,OUT018,2009,Medium,Tier 3,Supermarket Type2,2241.0828,Food,4
6010,FDT49,7.0,Low Fat,0.15171264199999998,Canned,104.82799999999999,OUT045,2002,Small,Tier 2,Supermarket Type1,1278.336,Food,11
6011,FDY13,12.1,Low Fat,0.030174246000000002,Canned,76.667,OUT049,1999,Medium,Tier 1,Supermarket Type1,1531.34,Food,14
6012,FDD47,7.6,Regular,0.23836644199999998,Starchy Foods,171.8448,OUT010,1998,Small,Tier 3,Grocery Store,852.2239999999999,Food,15
6013,FDF20,12.85,Low Fat,0.055603753,Fruits and Vegetables,195.6768,OUT010,1998,Small,Tier 3,Grocery Store,394.1536,Food,15
6014,FDS32,17.75,Regular,0.029648306,Fruits and Vegetables,142.4838,OUT035,2004,Small,Tier 2,Supermarket Type1,1264.3542,Food,9
6015,FDJ44,0.0,Regular,0.105812357,Fruits and Vegetables,175.0396,OUT027,1985,Medium,Tier 3,Supermarket Type3,4012.1108,Food,28
6016,NCY30,20.25,Non-Edible,0.02593166,Household,182.5976,OUT013,1987,High,Tier 3,Supermarket Type1,3078.6592,Non-Consumable,26
6017,FDK33,0.0,Low Fat,0.019671473000000002,Snack Foods,214.75599999999997,OUT019,1985,Small,Tier 1,Grocery Store,213.05599999999998,Food,28
6018,FDO31,6.76,Regular,0.028982682000000003,Fruits and Vegetables,79.596,OUT046,1997,Small,Tier 1,Supermarket Type1,1438.128,Food,16
6019,FDG10,0.0,Regular,0.019153299,Snack Foods,57.6588,OUT019,1985,Small,Tier 1,Grocery Store,400.8116,Food,28
6020,DRI49,14.15,Low Fat,0.184254826,Soft Drinks,82.4276,OUT018,2009,Medium,Tier 3,Supermarket Type2,1218.414,Drinks,4
6021,NCA05,20.75,Non-Edible,0.025169702999999998,Health and Hygiene,150.4734,OUT049,1999,Medium,Tier 1,Supermarket Type1,1187.7872,Non-Consumable,14
6022,FDZ13,7.84,Regular,0.153494979,Canned,48.935,OUT046,1997,Small,Tier 1,Supermarket Type1,798.96,Food,16
6023,DRI25,19.6,Low Fat,0.034093202999999996,Soft Drinks,56.6614,OUT017,2007,Small,Tier 2,Supermarket Type1,1492.0578,Drinks,6
6024,NCA29,10.5,Non-Edible,0.045655118,Household,169.8106,OUT010,1998,Small,Tier 3,Grocery Store,171.1106,Non-Consumable,15
6025,FDX43,5.655,Low Fat,0.142732848,Fruits and Vegetables,167.95,OUT010,1998,Small,Tier 3,Grocery Store,166.45,Food,15
6026,FDZ08,12.5,Regular,0.110163385,Fruits and Vegetables,83.6592,OUT049,1999,Medium,Tier 1,Supermarket Type1,1320.9472,Food,14
6027,FDC58,10.195,Low Fat,0.041934387000000004,Snack Foods,44.6428,OUT035,2004,Small,Tier 2,Supermarket Type1,615.1992,Food,9
6028,NCD54,0.0,Non-Edible,0.028868467000000002,Household,146.3786,OUT027,1985,Medium,Tier 3,Supermarket Type3,5056.751,Non-Consumable,28
6029,FDM24,6.135,Regular,0.07931236700000001,Baking Goods,151.7366,OUT035,2004,Small,Tier 2,Supermarket Type1,3325.0052,Food,9
6030,FDS12,9.1,Low Fat,0.174085625,Baking Goods,124.6362,OUT035,2004,Small,Tier 2,Supermarket Type1,2390.8878,Food,9
6031,NCN55,14.6,Non-Edible,0.05973284400000001,Others,241.2538,OUT018,2009,Medium,Tier 3,Supermarket Type2,5287.7836,Non-Consumable,4
6032,NCP06,20.7,Non-Edible,0.039245805,Household,151.4366,OUT046,1997,Small,Tier 1,Supermarket Type1,1511.366,Non-Consumable,16
6033,FDB41,19.0,Regular,0.097510482,Frozen Foods,48.1718,OUT045,2002,Small,Tier 2,Supermarket Type1,709.077,Food,11
6034,FDJ16,9.195,Low Fat,0.114885647,Frozen Foods,59.6246,OUT046,1997,Small,Tier 1,Supermarket Type1,1100.5674,Food,16
6035,NCB18,0.0,Non-Edible,0.072295507,Household,89.7514,OUT019,1985,Small,Tier 1,Grocery Store,88.5514,Non-Consumable,28
6036,FDH38,6.425,Low Fat,0.010436256,Canned,115.5808,OUT035,2004,Small,Tier 2,Supermarket Type1,3749.7856,Food,9
6037,FDE59,12.15,Low Fat,0.104257037,Starchy Foods,34.0532,OUT010,1998,Small,Tier 3,Grocery Store,179.766,Food,15
6038,NCF30,17.0,Non-Edible,0.126440335,Household,125.2362,OUT049,1999,Medium,Tier 1,Supermarket Type1,1384.1982,Non-Consumable,14
6039,FDE35,0.0,Regular,0.06613202877895127,Starchy Foods,59.8904,OUT027,1985,Medium,Tier 3,Supermarket Type3,1757.7120000000002,Food,28
6040,FDP49,0.0,Regular,0.12096585300000001,Breakfast,55.8614,OUT019,1985,Small,Tier 1,Grocery Store,110.5228,Food,28
6041,NCQ05,0.0,Non-Edible,0.06613202877895127,Health and Hygiene,152.0708,OUT027,1985,Medium,Tier 3,Supermarket Type3,2106.5912,Non-Consumable,28
6042,FDP49,9.0,Regular,0.069031467,Breakfast,55.0614,OUT013,1987,High,Tier 3,Supermarket Type1,442.0912,Food,26
6043,FDT12,6.215,Regular,0.049823839,Baking Goods,226.6062,OUT018,2009,Medium,Tier 3,Supermarket Type2,677.1186,Food,4
6044,NCM06,7.475,Non-Edible,0.126752975,Household,154.2656,OUT010,1998,Small,Tier 3,Grocery Store,308.9312,Non-Consumable,15
6045,FDV23,11.0,Low Fat,0.10626789999999998,Breads,123.2046,OUT018,2009,Medium,Tier 3,Supermarket Type2,3237.1196,Food,4
6046,FDA44,19.7,Low Fat,0.053305463,Fruits and Vegetables,58.193000000000005,OUT049,1999,Medium,Tier 1,Supermarket Type1,848.895,Food,14
6047,DRD27,18.75,Low Fat,0.023820082000000003,Dairy,97.6042,OUT013,1987,High,Tier 3,Supermarket Type1,1488.0629999999999,Drinks,26
6048,NCK53,11.6,Non-Edible,0.037549969,Health and Hygiene,101.2042,OUT013,1987,High,Tier 3,Supermarket Type1,2281.6966,Non-Consumable,26
6049,NCF19,13.0,Non-Edible,0.03525175,Household,48.0034,OUT018,2009,Medium,Tier 3,Supermarket Type2,923.4646,Non-Consumable,4
6050,NCY18,7.285,Non-Edible,0.031200065,Household,174.7054,OUT049,1999,Medium,Tier 1,Supermarket Type1,6303.7944,Non-Consumable,14
6051,FDN56,0.0,Regular,0.106538757,Fruits and Vegetables,145.4786,OUT027,1985,Medium,Tier 3,Supermarket Type3,5779.144,Food,28
6052,NCI55,18.6,Non-Edible,0.012673238,Household,121.5414,OUT049,1999,Medium,Tier 1,Supermarket Type1,4020.7662,Non-Consumable,14
6053,FDB28,6.615,Low Fat,0.09330766800000001,Dairy,195.9426,OUT013,1987,High,Tier 3,Supermarket Type1,2570.6538,Food,26
6054,NCA18,10.1,Non-Edible,0.056191301,Household,115.7492,OUT045,2002,Small,Tier 2,Supermarket Type1,579.246,Non-Consumable,11
6055,FDC46,17.7,Low Fat,0.116542484,Snack Foods,182.6266,OUT046,1997,Small,Tier 1,Supermarket Type1,3504.1054,Food,16
6056,NCZ42,10.5,Non-Edible,0.011285795,Household,235.8248,OUT035,2004,Small,Tier 2,Supermarket Type1,4266.4464,Non-Consumable,9
6057,DRA59,0.0,Regular,0.127308434,Soft Drinks,186.6924,OUT027,1985,Medium,Tier 3,Supermarket Type3,7033.5112,Drinks,28
6058,DRB25,12.3,Low Fat,0.069742672,Soft Drinks,106.2938,OUT018,2009,Medium,Tier 3,Supermarket Type2,1715.1008,Drinks,4
6059,FDE24,0.0,Low Fat,0.093010026,Baking Goods,143.0812,OUT027,1985,Medium,Tier 3,Supermarket Type3,3704.5112,Food,28
6060,FDA57,18.85,Low Fat,0.03961061,Snack Foods,41.648,OUT013,1987,High,Tier 3,Supermarket Type1,759.012,Food,26
6061,FDZ46,7.485,Low Fat,0.069514712,Snack Foods,108.7228,OUT017,2007,Small,Tier 2,Supermarket Type1,1326.2736,Food,6
6062,FDX39,14.3,Regular,0.083147702,Meat,210.1586,OUT010,1998,Small,Tier 3,Grocery Store,422.1172,Food,15
6063,FDW35,10.6,Low Fat,0.011106465,Breads,42.7454,OUT049,1999,Medium,Tier 1,Supermarket Type1,419.454,Food,14
6064,FDZ55,0.0,Low Fat,0.02528566,Fruits and Vegetables,158.792,OUT027,1985,Medium,Tier 3,Supermarket Type3,4474.1759999999995,Food,28
6065,FDI04,13.65,Regular,0.07285175599999999,Frozen Foods,197.1426,OUT013,1987,High,Tier 3,Supermarket Type1,3954.8520000000003,Food,26
6066,FDU46,0.0,Regular,0.011072421,Snack Foods,85.354,OUT027,1985,Medium,Tier 3,Supermarket Type3,2077.2960000000003,Food,28
6067,FDE14,13.65,Regular,0.031494041,Canned,98.87,OUT049,1999,Medium,Tier 1,Supermarket Type1,2197.14,Food,14
6068,FDX23,6.445,Low Fat,0.029667053,Baking Goods,94.4436,OUT013,1987,High,Tier 3,Supermarket Type1,1134.5232,Food,26
6069,NCN18,8.895,Non-Edible,0.06613202877895127,Household,111.9544,OUT035,2004,Small,Tier 2,Supermarket Type1,1565.9616,Non-Consumable,9
6070,FDR02,16.7,Low Fat,0.022099982,Dairy,110.1886,OUT049,1999,Medium,Tier 1,Supermarket Type1,1334.2632,Food,14
6071,FDH04,6.115,Regular,0.011372972,Frozen Foods,89.6488,OUT046,1997,Small,Tier 1,Supermarket Type1,1267.6832,Food,16
6072,FDZ51,11.3,Regular,0.09131023699999999,Meat,96.9094,OUT010,1998,Small,Tier 3,Grocery Store,190.4188,Food,15
6073,FDR15,9.3,Regular,0.033437991,Meat,153.2314,OUT046,1997,Small,Tier 1,Supermarket Type1,2326.971,Food,16
6074,NCQ30,7.725,Non-Edible,0.029117482000000004,Household,123.0414,OUT049,1999,Medium,Tier 1,Supermarket Type1,1583.9382,Non-Consumable,14
6075,FDW45,18.0,Low Fat,0.039071642000000004,Snack Foods,145.3418,OUT049,1999,Medium,Tier 1,Supermarket Type1,882.8508,Food,14
6076,FDQ52,17.0,Low Fat,0.119362409,Frozen Foods,249.4434,OUT035,2004,Small,Tier 2,Supermarket Type1,5960.2416,Food,9
6077,FDM01,0.0,Regular,0.094109236,Breakfast,102.9332,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.1952,Food,28
6078,FDE21,12.8,Low Fat,0.02299122,Fruits and Vegetables,114.9492,OUT045,2002,Small,Tier 2,Supermarket Type1,1737.7379999999998,Food,11
6079,FDH28,15.85,Regular,0.110010191,Frozen Foods,38.8506,OUT035,2004,Small,Tier 2,Supermarket Type1,341.5554,Food,9
6080,FDQ56,6.59,Low Fat,0.17674825800000002,Fruits and Vegetables,82.7908,OUT010,1998,Small,Tier 3,Grocery Store,83.8908,Food,15
6081,DRM49,6.11,Regular,0.06613202877895127,Soft Drinks,43.0086,OUT049,1999,Medium,Tier 1,Supermarket Type1,713.7376,Drinks,14
6082,NCI29,0.0,Non-Edible,0.032463574,Health and Hygiene,139.9154,OUT027,1985,Medium,Tier 3,Supermarket Type3,4963.539000000001,Non-Consumable,28
6083,FDW44,9.5,Regular,0.035222502999999995,Fruits and Vegetables,170.1448,OUT045,2002,Small,Tier 2,Supermarket Type1,1874.8928,Food,11
6084,FDR10,17.6,Low Fat,0.010055503,Snack Foods,163.7552,OUT049,1999,Medium,Tier 1,Supermarket Type1,1787.0072,Food,14
6085,FDO60,20.0,Low Fat,0.034363028999999996,Baking Goods,43.5086,OUT035,2004,Small,Tier 2,Supermarket Type1,401.4774,Food,9
6086,FDG08,13.15,Regular,0.06613202877895127,Fruits and Vegetables,171.9764,OUT017,2007,Small,Tier 2,Supermarket Type1,2404.8696,Food,6
6087,FDP10,19.0,Low Fat,0.128349909,Snack Foods,106.5622,OUT045,2002,Small,Tier 2,Supermarket Type1,1482.0708,Food,11
6088,FDG45,8.1,Low Fat,0.128760294,Fruits and Vegetables,213.7902,OUT017,2007,Small,Tier 2,Supermarket Type1,5946.9256,Food,6
6089,DRM47,9.3,Low Fat,0.043964058,Hard Drinks,192.3846,OUT018,2009,Medium,Tier 3,Supermarket Type2,4586.0304,Drinks,4
6090,FDO40,0.0,Low Fat,0.032470108,Frozen Foods,148.9392,OUT027,1985,Medium,Tier 3,Supermarket Type3,3728.48,Food,28
6091,DRE37,13.5,Low Fat,0.094603404,Soft Drinks,187.0872,OUT018,2009,Medium,Tier 3,Supermarket Type2,3214.4824,Drinks,4
6092,FDX13,7.725,Low Fat,0.047743195,Canned,248.3092,OUT013,1987,High,Tier 3,Supermarket Type1,6474.2392,Food,26
6093,FDE21,0.0,Low Fat,0.06613202877895127,Fruits and Vegetables,115.3492,OUT027,1985,Medium,Tier 3,Supermarket Type3,3823.0236,Food,28
6094,NCU53,5.485,Non-Edible,0.07155776900000001,Health and Hygiene,165.7842,OUT010,1998,Small,Tier 3,Grocery Store,165.7842,Non-Consumable,15
6095,NCH07,13.15,Non-Edible,0.155105614,Household,157.2604,OUT010,1998,Small,Tier 3,Grocery Store,316.9208,Non-Consumable,15
6096,FDJ07,7.26,Low Fat,0.014505108000000001,Meat,118.415,OUT017,2007,Small,Tier 2,Supermarket Type1,1747.725,Food,6
6097,FDB46,10.5,Regular,0.093909644,Snack Foods,213.7244,OUT049,1999,Medium,Tier 1,Supermarket Type1,4022.7636,Food,14
6098,DRL01,19.5,Regular,0.077157727,Soft Drinks,232.4958,OUT035,2004,Small,Tier 2,Supermarket Type1,2804.3496,Drinks,9
6099,FDN57,0.0,Low Fat,0.094957079,Snack Foods,143.5154,OUT019,1985,Small,Tier 1,Grocery Store,567.2616,Food,28
6100,FDO38,0.0,Low Fat,0.07248632599999999,Canned,78.9986,OUT027,1985,Medium,Tier 3,Supermarket Type3,2259.0594,Food,28
6101,FDA45,21.25,Low Fat,0.155694794,Snack Foods,177.637,OUT045,2002,Small,Tier 2,Supermarket Type1,2999.429,Food,11
6102,FDP27,0.0,Low Fat,0.20914265,Meat,190.953,OUT019,1985,Small,Tier 1,Grocery Store,379.506,Food,28
6103,DRG36,14.15,Low Fat,0.095298849,Soft Drinks,171.8106,OUT013,1987,High,Tier 3,Supermarket Type1,3935.5438,Drinks,26
6104,DRL47,19.7,Low Fat,0.038736781,Hard Drinks,127.4362,OUT046,1997,Small,Tier 1,Supermarket Type1,1510.0344,Drinks,16
6105,NCA05,0.0,Non-Edible,0.044000492,Health and Hygiene,148.2734,OUT019,1985,Small,Tier 1,Grocery Store,296.9468,Non-Consumable,28
6106,FDL38,13.8,Regular,0.014720848,Canned,89.9172,OUT013,1987,High,Tier 3,Supermarket Type1,1516.6924,Food,26
6107,FDC32,18.35,Low Fat,0.099090261,Fruits and Vegetables,94.0462,OUT035,2004,Small,Tier 2,Supermarket Type1,555.2772,Food,9
6108,NCI06,11.3,Non-Edible,0.047814463,Household,179.266,OUT045,2002,Small,Tier 2,Supermarket Type1,5033.448,Non-Consumable,11
6109,FDI05,8.35,Regular,0.127066966,Frozen Foods,76.5354,OUT049,1999,Medium,Tier 1,Supermarket Type1,1655.1788,Food,14
6110,FDR52,12.65,Regular,0.07647472799999999,Frozen Foods,191.8846,OUT017,2007,Small,Tier 2,Supermarket Type1,1146.5076,Food,6
6111,FDU26,16.7,Regular,0.042860025999999996,Dairy,120.3782,OUT017,2007,Small,Tier 2,Supermarket Type1,1668.4948,Food,6
6112,FDG33,5.365,Regular,0.141033536,Seafood,173.6764,OUT017,2007,Small,Tier 2,Supermarket Type1,858.882,Food,6
6113,FDE38,6.52,Low Fat,0.044607161,Canned,164.2842,OUT046,1997,Small,Tier 1,Supermarket Type1,2818.3314,Food,16
6114,FDI35,14.0,Low Fat,0.041283361,Starchy Foods,182.4634,OUT035,2004,Small,Tier 2,Supermarket Type1,5452.901999999999,Food,9
6115,FDN23,6.575,Regular,0.075444922,Breads,146.0444,OUT013,1987,High,Tier 3,Supermarket Type1,2612.5992,Food,26
6116,NCP54,15.35,Non-Edible,0.035143024,Household,124.37299999999999,OUT035,2004,Small,Tier 2,Supermarket Type1,2093.9410000000003,Non-Consumable,9
6117,FDO39,6.985,Regular,0.13725257,Meat,183.7608,OUT013,1987,High,Tier 3,Supermarket Type1,2940.1728,Food,26
6118,NCT17,10.8,Non-Edible,0.041831007999999996,Health and Hygiene,186.6214,OUT013,1987,High,Tier 3,Supermarket Type1,2261.0568,Non-Consumable,26
6119,NCK30,14.85,Non-Edible,0.060967038,Household,254.3698,OUT035,2004,Small,Tier 2,Supermarket Type1,4566.0564,Non-Consumable,9
6120,FDM24,0.0,Regular,0.078943221,Baking Goods,152.7366,OUT027,1985,Medium,Tier 3,Supermarket Type3,1813.6392,Food,28
6121,FDA35,14.85,Regular,0.053837561,Baking Goods,120.8072,OUT046,1997,Small,Tier 1,Supermarket Type1,4287.752,Food,16
6122,NCM07,9.395,Non-Edible,0.039928582000000004,Others,83.2908,OUT013,1987,High,Tier 3,Supermarket Type1,1258.362,Non-Consumable,26
6123,FDD09,13.5,Low Fat,0.021617996,Fruits and Vegetables,179.6976,OUT017,2007,Small,Tier 2,Supermarket Type1,1810.976,Food,6
6124,FDW07,18.0,Regular,0.14349595199999998,Fruits and Vegetables,88.7514,OUT017,2007,Small,Tier 2,Supermarket Type1,1062.6168,Food,6
6125,FDM27,0.0,Regular,0.157701958,Meat,158.7946,OUT027,1985,Medium,Tier 3,Supermarket Type3,5522.811,Food,28
6126,NCY53,20.0,Non-Edible,0.058719568,Health and Hygiene,111.0544,OUT018,2009,Medium,Tier 3,Supermarket Type2,894.8352,Non-Consumable,4
6127,FDA10,20.35,Low Fat,0.14261818199999998,Snack Foods,123.2072,OUT017,2007,Small,Tier 2,Supermarket Type1,1225.072,Food,6
6128,DRB24,8.785,Low Fat,0.020573334,Soft Drinks,156.4656,OUT035,2004,Small,Tier 2,Supermarket Type1,2162.5184,Drinks,9
6129,NCN53,0.0,Non-Edible,0.030208465,Health and Hygiene,35.4874,OUT027,1985,Medium,Tier 3,Supermarket Type3,1693.7952,Non-Consumable,28
6130,FDA31,7.1,Low Fat,0.11023479300000001,Fruits and Vegetables,171.708,OUT045,2002,Small,Tier 2,Supermarket Type1,3115.9440000000004,Food,11
6131,FDE24,14.85,Low Fat,0.093991286,Baking Goods,140.9812,OUT017,2007,Small,Tier 2,Supermarket Type1,3277.0676,Food,6
6132,FDA04,11.3,Regular,0.067001825,Frozen Foods,259.1962,OUT018,2009,Medium,Tier 3,Supermarket Type2,5438.9202,Food,4
6133,FDV26,20.25,Regular,0.076314907,Dairy,196.7794,OUT045,2002,Small,Tier 2,Supermarket Type1,2731.1116,Food,11
6134,FDF40,0.0,Regular,0.022403117,Dairy,250.9092,OUT027,1985,Medium,Tier 3,Supermarket Type3,8217.3036,Food,28
6135,FDH34,0.0,Low Fat,0.030944666000000003,Snack Foods,186.6582,OUT027,1985,Medium,Tier 3,Supermarket Type3,3715.164,Food,28
6136,FDO16,5.48,Low Fat,0.02528802,Frozen Foods,83.325,OUT010,1998,Small,Tier 3,Grocery Store,416.125,Food,15
6137,FDZ43,11.0,Regular,0.057058545,Fruits and Vegetables,241.7512,OUT046,1997,Small,Tier 1,Supermarket Type1,3635.268,Food,16
6138,DRJ51,14.1,Low Fat,0.06613202877895127,Dairy,231.9668,OUT049,1999,Medium,Tier 1,Supermarket Type1,1842.9344,Drinks,14
6139,NCL07,0.0,Non-Edible,0.05486977,Others,40.548,OUT019,1985,Small,Tier 1,Grocery Store,39.948,Non-Consumable,28
6140,FDU58,6.61,Regular,0.029006239,Snack Foods,186.0898,OUT035,2004,Small,Tier 2,Supermarket Type1,2619.2572,Food,9
6141,FDI26,5.94,Low Fat,0.034880142999999995,Canned,177.9344,OUT035,2004,Small,Tier 2,Supermarket Type1,4460.86,Food,9
6142,FDG24,7.975,Low Fat,0.014713908999999999,Baking Goods,83.125,OUT017,2007,Small,Tier 2,Supermarket Type1,2579.975,Food,6
6143,NCM19,12.65,Non-Edible,0.047237246,Others,112.5202,OUT046,1997,Small,Tier 1,Supermarket Type1,787.6414,Non-Consumable,16
6144,NCO29,11.15,Non-Edible,0.032306341,Health and Hygiene,166.3526,OUT049,1999,Medium,Tier 1,Supermarket Type1,986.7156,Non-Consumable,14
6145,NCM05,6.825,Non-Edible,0.100171568,Health and Hygiene,262.7226,OUT010,1998,Small,Tier 3,Grocery Store,264.3226,Non-Consumable,15
6146,NCE07,8.18,Non-Edible,0.013130031,Household,142.6154,OUT046,1997,Small,Tier 1,Supermarket Type1,709.077,Non-Consumable,16
6147,FDR10,17.6,Low Fat,0.010096684,Snack Foods,160.4552,OUT017,2007,Small,Tier 2,Supermarket Type1,2599.2832,Food,6
6148,FDO12,15.75,Low Fat,0.055015935,Baking Goods,194.3452,OUT049,1999,Medium,Tier 1,Supermarket Type1,2740.4328,Food,14
6149,FDC17,12.15,Low Fat,0.015460726000000001,Frozen Foods,211.8928,OUT046,1997,Small,Tier 1,Supermarket Type1,5890.9984,Food,16
6150,FDF34,9.3,Regular,0.02346559,Snack Foods,197.6084,OUT010,1998,Small,Tier 3,Grocery Store,595.2252,Food,15
6151,FDO22,13.5,Regular,0.017932223,Snack Foods,78.796,OUT018,2009,Medium,Tier 3,Supermarket Type2,239.688,Food,4
6152,FDT52,9.695,Regular,0.047420609,Frozen Foods,246.0144,OUT035,2004,Small,Tier 2,Supermarket Type1,4165.2448,Food,9
6153,FDR24,0.0,Regular,0.062547321,Baking Goods,88.383,OUT027,1985,Medium,Tier 3,Supermarket Type3,2067.3089999999997,Food,28
6154,FDP08,20.5,Regular,0.112410046,Fruits and Vegetables,192.2478,OUT046,1997,Small,Tier 1,Supermarket Type1,3874.9559999999997,Food,16
6155,FDF39,14.85,Regular,0.019511288,Dairy,262.591,OUT046,1997,Small,Tier 1,Supermarket Type1,4996.829000000001,Food,16
6156,NCQ06,13.0,Non-Edible,0.041789718,Household,256.1014,OUT013,1987,High,Tier 3,Supermarket Type1,2550.014,Non-Consumable,26
6157,FDR04,7.075,Low Fat,0.022548195,Frozen Foods,95.7068,OUT013,1987,High,Tier 3,Supermarket Type1,583.2408,Food,26
6158,FDQ32,17.85,Regular,0.046599684,Fruits and Vegetables,125.1388,OUT035,2004,Small,Tier 2,Supermarket Type1,1981.4208,Food,9
6159,DRD15,10.6,Low Fat,0.095064731,Dairy,232.4642,OUT010,1998,Small,Tier 3,Grocery Store,697.0926,Drinks,15
6160,FDB02,9.695,Regular,0.029283081000000002,Canned,175.137,OUT018,2009,Medium,Tier 3,Supermarket Type2,3705.177,Food,4
6161,NCS18,12.65,Non-Edible,0.042383069,Household,108.0938,OUT018,2009,Medium,Tier 3,Supermarket Type2,1607.9070000000002,Non-Consumable,4
6162,NCS30,5.945,Non-Edible,0.155706798,Household,127.9652,OUT010,1998,Small,Tier 3,Grocery Store,645.826,Non-Consumable,15
6163,FDN15,17.5,Low Fat,0.016767995,Meat,141.418,OUT045,2002,Small,Tier 2,Supermarket Type1,1957.4520000000002,Food,11
6164,NCL31,7.39,Non-Edible,0.120961347,Others,143.847,OUT017,2007,Small,Tier 2,Supermarket Type1,4866.998,Non-Consumable,6
6165,FDV31,9.8,Low Fat,0.178622919,Fruits and Vegetables,177.937,OUT010,1998,Small,Tier 3,Grocery Store,176.437,Food,15
6166,FDF38,11.8,Regular,0.02633607,Canned,40.6138,OUT013,1987,High,Tier 3,Supermarket Type1,406.13800000000003,Food,26
6167,DRK59,8.895,Low Fat,0.126287542,Hard Drinks,235.5616,OUT010,1998,Small,Tier 3,Grocery Store,468.7232,Drinks,15
6168,DRJ24,11.8,Low Fat,0.11350542,Soft Drinks,186.8924,OUT049,1999,Medium,Tier 1,Supermarket Type1,2961.4784,Drinks,14
6169,FDW51,0.0,Regular,0.09420147699999999,Meat,213.356,OUT027,1985,Medium,Tier 3,Supermarket Type3,6817.7919999999995,Food,28
6170,FDN49,17.25,Regular,0.125224466,Breakfast,41.248000000000005,OUT046,1997,Small,Tier 1,Supermarket Type1,679.1160000000001,Food,16
6171,FDE20,11.35,Regular,0.005561798000000001,Fruits and Vegetables,168.37900000000002,OUT017,2007,Small,Tier 2,Supermarket Type1,3225.801,Food,6
6172,FDV38,19.25,Low Fat,0.101980245,Dairy,54.3956,OUT045,2002,Small,Tier 2,Supermarket Type1,873.5296,Food,11
6173,FDH60,19.7,Regular,0.081193712,Baking Goods,198.41099999999997,OUT017,2007,Small,Tier 2,Supermarket Type1,2553.343,Food,6
6174,NCD55,14.0,Non-Edible,0.024369007,Household,40.2454,OUT049,1999,Medium,Tier 1,Supermarket Type1,922.7988,Non-Consumable,14
6175,FDU13,8.355,Low Fat,0.188619537,Canned,146.4418,OUT017,2007,Small,Tier 2,Supermarket Type1,3089.9778,Food,6
6176,FDZ07,15.1,Regular,0.094037291,Fruits and Vegetables,62.3194,OUT049,1999,Medium,Tier 1,Supermarket Type1,495.3552,Food,14
6177,FDY13,12.1,Low Fat,0.030188505,Canned,77.367,OUT045,2002,Small,Tier 2,Supermarket Type1,612.536,Food,11
6178,FDP56,8.185,Low Fat,0.046578409,Fruits and Vegetables,48.6692,OUT045,2002,Small,Tier 2,Supermarket Type1,1182.4608,Food,11
6179,DRA59,0.0,Regular,0.223985293,Soft Drinks,186.2924,OUT019,1985,Small,Tier 1,Grocery Store,555.2772,Drinks,28
6180,FDY40,15.5,Regular,0.08576356199999999,Frozen Foods,49.0692,OUT013,1987,High,Tier 3,Supermarket Type1,295.6152,Food,26
6181,FDW40,14.0,Regular,0.105145451,Frozen Foods,144.2812,OUT046,1997,Small,Tier 1,Supermarket Type1,4844.3608,Food,16
6182,NCW17,18.0,Non-Edible,0.019382568,Health and Hygiene,129.3994,OUT035,2004,Small,Tier 2,Supermarket Type1,3340.9844,Non-Consumable,9
6183,DRN37,9.6,Low Fat,0.06613202877895127,Soft Drinks,166.5158,OUT049,1999,Medium,Tier 1,Supermarket Type1,3509.4318,Drinks,14
6184,FDZ19,0.0,Low Fat,0.093002339,Fruits and Vegetables,177.7712,OUT027,1985,Medium,Tier 3,Supermarket Type3,4921.5936,Food,28
6185,FDW34,9.6,Low Fat,0.035549527000000004,Snack Foods,244.11700000000002,OUT013,1987,High,Tier 3,Supermarket Type1,5346.374,Food,26
6186,FDC28,0.0,Low Fat,0.054720642,Frozen Foods,107.8254,OUT027,1985,Medium,Tier 3,Supermarket Type3,2387.5588,Food,28
6187,FDB29,16.7,Regular,0.052708138,Frozen Foods,114.7176,OUT017,2007,Small,Tier 2,Supermarket Type1,2404.8696,Food,6
